id,battery_power,m_dep,mobile_wt,px_height,px_width,ram,sc_h,sc_w,talk_time,bluetooth,gen,cores,speed,sim,f_camera,camera,memory,screen,wifi,price,cores_ord,speed_ord,wifi_ord,sim_ord,bluetooth_bin,screen_bin
197,1308,0.7,106,59,1215,3355,15,2,4,No,4,triple,medium,Single,0.0,7.0,61319,LCD,n,789,3,2,2,2,0,0
198,609,0.3,93,938,1948,1866,11,10,14,No,3,quad,low,Single,3.0,4.0,26153,Touch,a,665,4,1,5,2,0,1
199,1905,0.4,119,825,1542,1287,13,4,16,No,4,triple,low,Dual,9.0,20.0,36546,LCD,none,952,3,1,1,1,0,0
200,1703,0.6,192,286,1235,1046,5,4,13,Yes,4,single,low,Single,0.0,0.0,22483,LCD,g,883,1,1,3,2,1,0
201,1445,0.4,173,1273,1345,1441,7,4,13,Yes,4,hepta,high,Dual,7.0,15.0,19923,Touch,b,1023,7,3,4,1,1,1
202,1087,0.3,166,295,589,690,14,6,6,No,4,triple,medium,Single,0.0,9.0,16658,LCD,g,736,3,2,3,2,0,0
203,671,0.7,105,852,1182,2504,6,4,15,No,3,hepta,low,Dual,10.0,17.0,30814,LCD,none,867,7,1,1,1,0,0
204,1472,0.1,168,710,1052,2677,19,15,8,Yes,3,hexa,high,Single,6.0,19.0,61198,LCD,none,1008,6,3,1,2,1,0
205,765,0.3,115,1277,1429,2243,11,7,4,No,4,octa,low,Dual,0.0,1.0,47485,LCD,g,729,8,1,3,1,0,0
206,1642,0.3,171,129,873,2984,13,4,17,No,4,hexa,low,Dual,16.0,17.0,8636,LCD,g,942,6,1,3,1,0,0
207,1265,0.7,182,690,836,1362,5,0,12,No,2,penta,medium,Single,7.0,16.0,49467,LCD,b,431,5,2,4,2,0,0
208,664,0.1,110,701,1478,3629,19,15,6,Yes,4,hepta,medium,Dual,1.0,4.0,51742,Touch,a,1163,7,2,5,1,1,1
209,1277,0.4,142,309,1460,3559,18,17,6,Yes,4,hexa,low,Dual,0.0,6.0,35265,Touch,none,1112,6,1,1,1,1,1
210,1395,0.1,111,213,705,2571,11,0,13,No,3,triple,medium,Dual,0.0,1.0,23362,LCD,b,1045,3,2,4,1,0,0
211,1539,0.1,159,1112,1666,2107,15,9,10,Yes,3,octa,high,Single,0.0,0.0,41319,LCD,n,734,8,3,2,2,1,0
212,1049,0.5,135,199,1077,1022,11,3,13,Yes,2,penta,medium,Single,9.0,17.0,64032,LCD,none,558,5,2,1,2,1,0
213,1827,0.5,128,55,1020,2844,14,9,10,No,4,penta,medium,Single,4.0,16.0,40017,Touch,none,893,5,2,1,2,0,1
214,903,0.4,91,1230,1235,711,9,5,10,No,4,single,medium,Dual,0.0,0.0,50531,Touch,none,802,1,2,1,1,0,1
215,1987,1.0,181,1052,1516,3117,18,5,8,Yes,4,triple,low,Single,3.0,7.0,53211,Touch,g,1224,3,1,3,2,1,1
216,1154,0.2,181,541,1499,978,5,3,7,No,4,octa,medium,Dual,0.0,2.0,49538,LCD,b,848,8,2,4,1,0,0
217,1336,0.2,194,55,583,1869,13,1,16,No,4,penta,low,Single,5.0,9.0,17708,Touch,a,877,5,1,5,2,0,1
218,1886,0.4,112,809,1958,1179,16,7,20,No,4,triple,low,Single,0.0,1.0,24708,LCD,a,727,3,1,5,2,0,0
219,1551,0.1,88,1738,1995,3844,11,8,4,No,2,penta,medium,Single,4.0,6.0,51487,Touch,none,1392,5,2,1,2,0,1
220,850,0.5,133,404,642,593,19,17,10,Yes,4,penta,medium,Dual,6.0,19.0,29651,LCD,a,572,5,2,5,1,1,0
221,660,0.5,111,262,1178,588,6,5,18,No,4,dual,low,Single,5.0,10.0,40501,Touch,b,793,2,1,4,2,0,1
222,1225,0.5,116,759,1404,3836,12,11,11,Yes,2,quad,medium,Dual,8.0,12.0,13247,LCD,none,779,4,2,1,1,1,0
223,1452,0.9,123,42,1040,2669,12,10,13,Yes,4,hexa,low,Dual,1.0,11.0,25808,LCD,none,880,6,1,1,1,1,0
224,1686,0.1,166,397,1453,2958,14,11,2,Yes,2,quad,high,Dual,3.0,4.0,38423,LCD,none,721,4,3,1,1,1,0
225,1634,0.2,200,964,1677,3031,11,6,6,Yes,4,dual,medium,Single,1.0,5.0,18001,Touch,a,1027,2,2,5,2,1,1
226,1708,0.1,109,233,517,3388,6,4,16,Yes,4,single,high,Dual,18.0,19.0,48950,Touch,g,1130,1,3,3,1,1,1
227,1151,0.6,128,1022,1560,2377,18,8,13,Yes,2,octa,high,Dual,0.0,1.0,31072,Touch,none,672,8,3,1,1,1,1
228,1578,0.1,138,411,1226,2458,19,16,3,No,4,quad,medium,Dual,2.0,19.0,37538,LCD,a,932,4,2,5,1,0,0
229,1689,0.3,127,954,1200,2766,7,2,7,No,2,triple,medium,Single,17.0,18.0,24319,Touch,b,690,3,2,4,2,0,1
230,1488,0.8,112,1528,1647,3054,14,10,19,No,2,penta,low,Single,1.0,6.0,39449,LCD,none,920,5,1,1,2,0,0
231,1313,0.4,105,416,1308,3791,11,10,6,Yes,2,single,medium,Dual,4.0,6.0,9634,Touch,g,1005,1,2,3,1,1,1
232,1715,0.5,83,638,1615,625,17,6,13,No,4,octa,medium,Dual,4.0,17.0,31042,LCD,none,909,8,2,1,1,0,0
233,1442,0.1,192,231,687,2227,6,5,20,No,3,triple,medium,Dual,0.0,19.0,26879,Touch,none,849,3,2,1,1,0,1
234,528,0.8,142,574,637,3256,9,8,6,No,4,dual,medium,Single,12.0,15.0,6503,Touch,none,1047,2,2,1,2,0,1
235,1523,0.1,129,148,1606,707,19,8,19,Yes,4,single,medium,Single,6.0,8.0,11329,Touch,none,762,1,2,1,2,1,1
236,1133,0.1,199,730,1543,1457,18,12,20,No,3,penta,medium,Single,3.0,12.0,42227,LCD,b,702,5,2,4,2,0,0
237,1718,0.1,183,564,980,3755,7,1,8,Yes,4,penta,high,Dual,14.0,16.0,6196,Touch,g,1400,5,3,3,1,1,1
238,1330,1.0,183,1290,1441,1733,9,0,11,No,3,hepta,low,Single,0.0,1.0,38071,LCD,b,695,7,1,4,2,0,0
239,1799,0.4,107,632,1383,720,12,2,11,Yes,3,quad,low,Single,0.0,2.0,48973,Touch,g,768,4,1,3,2,1,1
240,633,0.1,139,529,1009,3560,11,1,16,Yes,4,octa,medium,Single,0.0,1.0,49265,Touch,n,1128,8,2,2,2,1,1
241,724,0.5,187,1273,1754,2311,7,6,7,No,3,hepta,high,Dual,0.0,0.0,44351,LCD,none,731,7,3,1,1,0,0
242,822,0.3,157,667,860,3846,10,1,3,Yes,4,hexa,low,Single,0.0,20.0,51425,LCD,none,995,6,1,1,2,1,0
243,1918,0.6,110,1170,1543,1717,7,1,16,No,3,penta,medium,Single,2.0,10.0,10416,Touch,b,736,5,2,4,2,0,1
244,1891,0.4,129,169,1108,3704,8,6,11,No,4,hepta,high,Single,7.0,14.0,37529,LCD,none,1265,7,3,1,2,0,0
245,1373,0.2,127,105,673,3800,8,3,14,Yes,3,hepta,medium,Dual,2.0,12.0,50266,LCD,none,724,7,2,1,1,1,0
246,862,0.4,165,793,1758,278,16,3,11,Yes,2,dual,low,Dual,3.0,15.0,23409,LCD,b,434,2,1,4,1,1,0
247,1273,0.4,99,490,886,1767,18,15,11,No,4,quad,medium,Single,3.0,15.0,48661,Touch,none,1055,4,2,1,2,0,1
248,957,0.8,107,1201,1485,1846,12,5,7,Yes,3,penta,high,Single,4.0,10.0,7991,LCD,a,826,5,3,5,2,1,0
249,1617,0.7,105,246,1038,829,9,0,10,Yes,4,dual,medium,Dual,3.0,4.0,30262,LCD,none,598,2,2,1,1,1,0
250,893,0.6,183,417,946,2986,7,1,6,No,2,dual,high,Dual,0.0,1.0,55404,Touch,b,632,2,3,4,1,0,1
251,1210,0.1,93,1177,1462,2394,17,9,7,No,2,penta,low,Single,0.0,0.0,63287,LCD,none,795,5,1,1,2,0,0
252,708,1.0,195,78,654,2169,6,5,7,Yes,4,octa,high,Dual,0.0,7.0,63285,Touch,g,806,8,3,3,1,1,1
253,835,0.2,101,323,1604,1181,13,5,15,No,3,quad,medium,Dual,2.0,7.0,7257,Touch,a,681,4,2,5,1,0,1
254,1450,0.6,131,707,1882,575,15,9,12,Yes,2,single,high,Dual,9.0,17.0,19312,LCD,none,538,1,3,1,1,1,0
255,973,0.2,190,457,1816,2977,6,4,2,Yes,4,hepta,medium,Single,5.0,16.0,57365,LCD,none,955,7,2,1,2,1,0
256,601,0.1,154,356,765,532,12,8,10,Yes,4,quad,medium,Single,4.0,13.0,4322,Touch,b,639,4,2,4,2,1,1
257,507,0.5,141,936,1398,1702,17,0,5,Yes,3,hepta,low,Dual,1.0,11.0,32653,Touch,g,742,7,1,3,1,1,1
258,564,0.5,168,912,1980,1074,14,8,15,No,4,triple,medium,Dual,0.0,1.0,52034,Touch,none,838,3,2,1,1,0,1
259,1559,0.5,162,179,1559,3352,9,1,3,Yes,4,hexa,medium,Dual,6.0,17.0,6328,Touch,b,1211,6,2,4,1,1,1
260,754,0.7,178,1914,1928,1027,6,3,5,No,4,hepta,low,Dual,7.0,10.0,59530,LCD,none,859,7,1,1,1,0,0
261,728,0.2,88,526,1529,2039,5,1,12,No,3,quad,high,Dual,0.0,1.0,25729,Touch,b,672,4,3,4,1,0,1
262,1431,0.6,191,156,952,461,7,3,8,Yes,4,single,low,Single,0.0,1.0,56952,LCD,none,727,1,1,1,2,1,0
263,767,0.7,175,344,1517,527,10,0,15,No,2,quad,medium,Single,4.0,10.0,28333,Touch,none,455,4,2,1,2,0,1
264,1722,0.8,177,865,1741,3271,14,0,15,No,3,dual,high,Single,8.0,16.0,18726,LCD,n,903,2,3,2,2,0,0
265,1992,1.0,100,1552,1596,606,9,3,4,Yes,4,dual,medium,Single,5.0,15.0,57142,Touch,a,806,2,2,5,2,1,1
266,1876,0.3,86,546,1564,2513,10,8,16,No,4,hexa,low,Single,10.0,14.0,40552,Touch,none,1132,6,1,1,2,0,1
267,1054,0.4,136,1097,1222,1675,18,4,14,No,4,hexa,medium,Dual,10.0,12.0,38682,Touch,g,922,6,2,3,1,0,1
268,1283,0.9,93,372,692,2698,9,6,17,Yes,3,penta,medium,Dual,4.0,5.0,47413,Touch,none,654,5,2,1,1,1,1
269,1281,0.3,148,1285,1617,1129,12,1,6,Yes,2,single,high,Dual,0.0,6.0,28258,Touch,none,609,1,3,1,1,1,1
270,1066,0.9,114,1242,1571,468,19,13,6,No,4,hepta,low,Single,2.0,18.0,7757,Touch,none,784,7,1,1,2,0,1
271,730,0.1,89,302,1247,1210,19,15,4,No,4,octa,medium,Dual,0.0,2.0,4533,Touch,n,767,8,2,2,1,0,1
272,1053,0.3,103,594,1767,3086,17,6,5,Yes,4,single,low,Dual,7.0,12.0,45372,Touch,b,831,1,1,4,1,1,1
273,1611,0.6,98,303,714,1595,8,4,9,Yes,3,triple,low,Dual,11.0,14.0,3149,LCD,n,767,3,1,2,1,1,0
274,793,0.9,133,1858,1935,2332,17,13,14,No,4,dual,medium,Dual,5.0,15.0,30306,Touch,n,721,2,2,2,1,0,1
275,1220,0.5,125,403,1933,2589,19,11,15,No,3,quad,high,Single,3.0,8.0,62442,Touch,a,907,4,3,5,2,0,1
276,1662,0.8,126,32,1509,3760,9,5,13,No,4,quad,low,Single,0.0,13.0,61708,Touch,n,741,4,1,2,2,0,1
277,1281,0.3,144,590,954,1851,8,2,9,Yes,4,quad,high,Dual,3.0,19.0,8642,Touch,none,979,4,3,1,1,1,1
278,538,0.8,177,235,662,417,8,4,9,No,4,hepta,low,Single,12.0,13.0,2485,LCD,b,532,7,1,4,2,0,0
279,823,0.4,187,630,888,294,13,9,11,Yes,2,octa,low,Single,0.0,4.0,39397,LCD,b,400,8,1,4,2,1,0
280,1733,1.0,119,357,527,3576,17,16,9,Yes,4,hexa,high,Single,3.0,20.0,36291,LCD,none,1019,6,3,1,2,1,0
281,1429,0.9,100,246,820,3945,11,7,18,No,4,triple,medium,Dual,0.0,14.0,40504,LCD,g,850,3,2,3,1,0,0
282,1839,0.5,200,475,1493,927,19,10,18,Yes,4,hepta,medium,Single,9.0,11.0,54911,LCD,n,729,7,2,2,2,1,0
283,659,0.5,110,1054,1929,2044,15,5,2,No,4,triple,high,Single,6.0,7.0,6603,LCD,n,903,3,3,2,2,0,0
284,1953,0.1,158,555,764,2334,11,5,4,Yes,3,octa,medium,Dual,7.0,9.0,56973,LCD,none,954,8,2,1,1,1,0
285,1172,0.7,164,607,1092,1477,12,0,6,No,4,single,medium,Single,0.0,3.0,26827,LCD,none,875,1,2,1,2,0,0
286,612,0.3,102,1360,1891,3161,8,4,3,Yes,2,hepta,medium,Dual,6.0,7.0,16706,LCD,none,990,7,2,1,1,1,0
287,1563,0.2,170,142,1699,3660,7,5,5,No,4,octa,high,Single,0.0,0.0,24410,Touch,none,1408,8,3,1,2,0,1
288,1191,0.8,84,681,683,1604,14,3,9,No,4,single,medium,Dual,16.0,20.0,26320,LCD,a,994,1,2,5,1,0,0
289,615,0.6,163,104,1664,2211,7,4,18,Yes,2,hexa,low,Dual,0.0,4.0,42699,LCD,b,659,6,1,4,1,1,0
290,1893,0.2,134,637,763,3822,14,3,18,Yes,2,dual,medium,Dual,8.0,11.0,63703,Touch,a,1135,2,2,5,1,1,1
291,1563,0.1,151,410,572,3922,11,1,8,No,2,hepta,medium,Dual,10.0,13.0,16518,LCD,a,861,7,2,5,1,0,0
292,1995,0.8,139,1830,1963,1203,14,12,18,Yes,3,hexa,medium,Single,6.0,18.0,9501,Touch,b,1271,6,2,4,2,1,1
293,1517,0.6,143,802,1489,2822,15,5,11,No,4,penta,low,Single,6.0,14.0,48778,Touch,b,909,5,1,4,2,0,1
294,832,0.3,108,311,1294,447,15,13,12,No,4,penta,medium,Dual,1.0,5.0,34487,Touch,none,591,5,2,1,1,0,1
295,1162,0.7,114,56,997,1652,5,0,20,No,4,hepta,medium,Single,0.0,1.0,56364,LCD,none,836,7,2,1,2,0,0
296,1595,0.3,121,344,655,3608,15,1,16,Yes,2,octa,high,Single,7.0,19.0,12672,Touch,none,600,8,3,1,2,1,1
297,1329,0.9,181,1053,1458,1228,8,6,6,Yes,3,hexa,medium,Single,1.0,2.0,52441,LCD,b,626,6,2,4,2,1,0
298,928,0.7,80,221,1243,666,19,10,5,Yes,2,octa,low,Dual,11.0,13.0,56265,Touch,none,386,8,1,1,1,1,1
299,1656,0.1,105,506,519,1499,12,8,19,Yes,4,hepta,low,Dual,8.0,17.0,38138,LCD,n,789,7,1,2,1,1,0
300,1937,0.6,189,1728,1767,3321,5,4,14,Yes,3,single,medium,Single,17.0,19.0,58740,Touch,none,1501,1,2,1,2,1,1
301,977,0.6,181,63,566,1206,7,1,8,Yes,2,hexa,medium,Dual,2.0,7.0,57444,Touch,b,432,6,2,4,1,1,1
302,768,0.1,113,418,515,952,19,3,16,Yes,4,single,low,Single,16.0,20.0,56175,LCD,b,663,1,1,4,2,1,0
303,1464,0.9,117,854,1168,3927,5,3,15,Yes,2,dual,low,Dual,11.0,14.0,12478,Touch,g,965,2,1,3,1,1,1
304,1177,0.4,191,178,882,311,18,5,19,No,4,dual,low,Single,1.0,8.0,29115,LCD,none,690,2,1,1,2,0,0
305,1348,0.3,98,1869,1942,955,18,11,7,No,3,triple,medium,Single,18.0,20.0,52509,Touch,a,850,3,2,5,2,0,1
306,1956,0.5,87,185,776,1109,13,1,19,No,4,triple,medium,Single,0.0,2.0,37825,Touch,none,744,3,2,1,2,0,1
307,1751,0.6,178,170,564,2969,8,6,17,No,2,hexa,low,Dual,6.0,20.0,8263,LCD,a,1034,6,1,5,1,0,0
308,1530,0.8,177,454,1975,725,11,10,19,No,2,hexa,medium,Single,11.0,13.0,42191,LCD,a,746,6,2,5,2,0,0
309,1997,0.5,185,866,1212,1655,7,6,15,Yes,3,quad,medium,Dual,1.0,8.0,40353,LCD,none,1008,4,2,1,1,1,0
310,1414,0.5,180,44,1118,3490,16,12,13,Yes,2,dual,medium,Dual,5.0,6.0,44785,Touch,none,627,2,2,1,1,1,1
311,1707,0.8,80,1331,1388,1774,12,0,10,No,2,hepta,medium,Single,0.0,2.0,41754,LCD,none,702,7,2,1,2,0,0
312,894,0.5,199,1285,1462,3615,13,0,6,No,4,triple,low,Dual,1.0,14.0,50547,LCD,n,1183,3,1,2,1,0,0
313,645,0.7,184,741,1130,714,18,2,13,No,4,octa,medium,Single,6.0,17.0,41132,Touch,none,661,8,2,1,2,0,1
314,1163,0.6,155,520,754,2768,19,2,12,No,2,dual,high,Dual,0.0,0.0,49415,LCD,b,605,2,3,4,1,0,0
315,1126,0.9,165,114,1726,3739,14,1,13,No,3,octa,low,Single,3.0,17.0,49925,LCD,none,1169,8,1,1,2,0,0
316,1648,0.8,170,1153,1876,610,8,1,6,No,4,quad,low,Single,6.0,9.0,64894,Touch,none,815,4,1,1,2,0,1
317,1170,0.4,199,474,709,715,18,5,20,Yes,4,dual,low,Single,6.0,13.0,14412,LCD,b,718,2,1,4,2,1,0
318,508,0.3,94,39,557,663,13,12,7,No,4,single,low,Single,7.0,8.0,43025,LCD,none,617,1,1,1,2,0,0
319,1097,0.2,161,419,1914,1725,14,5,9,No,3,triple,medium,Dual,6.0,8.0,64692,LCD,b,728,3,2,4,1,0,0
320,728,0.6,101,584,775,834,16,0,5,No,4,dual,medium,Dual,0.0,20.0,5140,Touch,none,677,2,2,1,1,0,1
321,1980,0.8,177,312,1910,3865,12,10,18,No,4,single,low,Dual,2.0,13.0,29157,LCD,none,1063,1,1,1,1,0,0
322,1504,0.9,182,19,1923,3059,6,5,10,No,2,single,high,Dual,1.0,2.0,64922,Touch,none,782,1,3,1,1,0,1
323,1379,1.0,83,207,1370,651,9,6,7,Yes,4,single,medium,Dual,14.0,17.0,63433,Touch,none,842,1,2,1,1,1,1
324,1698,0.9,160,363,994,796,13,3,14,No,4,hexa,medium,Single,5.0,20.0,18013,LCD,g,846,6,2,3,2,0,0
325,920,0.4,115,209,1078,785,10,7,5,No,2,hepta,medium,Dual,5.0,14.0,25608,Touch,b,430,7,2,4,1,0,1
326,1144,0.4,189,159,724,3252,16,0,8,Yes,2,single,medium,Dual,0.0,11.0,21252,LCD,none,733,1,2,1,1,1,0
327,1995,0.2,129,649,1104,1322,15,11,7,Yes,2,single,low,Single,6.0,15.0,26321,Touch,a,677,1,1,5,2,1,1
328,1430,0.5,183,1132,1182,2832,7,1,15,No,2,single,low,Dual,1.0,16.0,27123,Touch,n,789,1,1,2,1,0,1
329,972,0.4,193,1392,1795,1615,11,6,13,Yes,2,penta,low,Dual,5.0,8.0,13637,Touch,none,721,5,1,1,1,1,1
330,662,0.8,138,1001,1224,2125,17,15,15,No,2,single,low,Single,5.0,10.0,20553,Touch,b,507,1,1,4,2,0,1
331,1867,0.1,191,712,1442,990,6,1,2,No,4,hexa,high,Single,0.0,3.0,9809,LCD,n,815,6,3,2,2,0,0
332,1730,0.1,143,418,1023,1595,14,0,12,No,4,quad,medium,Dual,0.0,10.0,20490,Touch,none,1098,4,2,1,1,0,1
333,1723,0.6,126,384,1361,1213,5,0,16,Yes,4,triple,medium,Single,1.0,17.0,7654,Touch,g,866,3,2,3,2,1,1
334,1882,0.2,140,119,652,2500,17,1,11,Yes,2,dual,medium,Dual,8.0,13.0,47393,LCD,b,711,2,2,4,1,1,0
335,803,0.3,106,627,935,2801,18,15,12,No,2,quad,low,Dual,0.0,1.0,18368,Touch,none,658,4,1,1,1,0,1
336,580,0.9,91,1086,1345,3451,15,1,11,Yes,3,triple,medium,Dual,0.0,1.0,47591,Touch,none,940,3,2,1,1,1,1
337,668,0.3,114,195,1292,1201,14,12,4,No,4,single,high,Single,2.0,19.0,48785,Touch,none,641,1,3,1,2,0,1
338,1391,0.8,182,14,1256,3139,14,7,14,No,4,single,medium,Single,2.0,6.0,36760,Touch,none,1012,1,2,1,2,0,1
339,1560,0.8,169,745,1364,1938,15,11,16,No,4,hepta,high,Single,0.0,1.0,22042,Touch,b,1137,7,3,4,2,0,1
340,821,0.1,109,253,1786,3185,8,4,15,No,3,triple,medium,Dual,5.0,9.0,54610,LCD,none,924,3,2,1,1,0,0
341,811,0.3,106,333,1429,2111,18,7,2,Yes,4,hexa,high,Dual,5.0,13.0,2495,LCD,g,896,6,3,3,1,1,0
342,1989,0.1,193,629,682,2369,7,0,18,Yes,3,octa,high,Dual,8.0,15.0,17565,Touch,none,1158,8,3,1,1,1,1
343,1034,0.7,120,707,1199,3625,17,1,12,Yes,2,hepta,high,Dual,6.0,20.0,37844,Touch,b,801,7,3,4,1,1,1
344,618,0.3,86,1314,1688,1051,13,10,15,No,2,single,medium,Single,2.0,4.0,6248,LCD,b,653,1,2,4,2,0,0
345,654,0.7,196,1715,1898,1036,17,4,13,Yes,4,quad,medium,Single,0.0,4.0,52854,LCD,none,720,4,2,1,2,1,0
346,576,0.2,184,513,1438,2938,6,0,5,Yes,4,penta,high,Single,2.0,7.0,10563,Touch,b,851,5,3,4,2,1,1
347,667,0.7,185,13,1463,2855,5,0,19,Yes,4,hexa,low,Single,6.0,13.0,3743,LCD,n,868,6,1,2,2,1,0
348,869,0.6,118,1243,1584,2727,13,3,8,Yes,4,single,medium,Single,7.0,15.0,57675,LCD,none,887,1,2,1,2,1,0
349,635,0.4,149,300,1059,2973,12,5,18,Yes,2,triple,low,Dual,2.0,4.0,42588,LCD,b,795,3,1,4,1,1,0
350,609,0.3,117,58,1253,2581,15,11,15,Yes,4,single,high,Single,15.0,16.0,44886,LCD,n,874,1,3,2,2,1,0
351,1557,0.1,123,1107,1442,2690,18,16,9,No,2,penta,high,Dual,16.0,20.0,2344,LCD,n,849,5,3,2,1,0,0
352,1604,1.0,191,134,939,916,13,10,12,Yes,2,octa,medium,Single,2.0,5.0,33372,Touch,a,767,8,2,5,2,1,1
353,1182,0.5,138,275,986,2563,19,17,19,No,4,octa,low,Single,7.0,16.0,8535,LCD,none,1051,8,1,1,2,0,0
354,848,0.8,148,176,1029,3359,10,0,14,Yes,4,hepta,medium,Dual,10.0,18.0,19673,LCD,none,880,7,2,1,1,1,0
355,1610,0.9,181,1236,1280,941,8,4,9,Yes,4,quad,high,Single,7.0,12.0,64198,Touch,none,1018,4,3,1,2,1,1
356,1828,0.9,199,336,898,2280,17,14,4,Yes,2,single,medium,Dual,0.0,1.0,17617,LCD,none,914,1,2,1,1,1,0
357,880,0.5,194,1116,1381,827,15,9,6,No,4,hepta,medium,Dual,1.0,3.0,50462,LCD,b,649,7,2,4,1,0,0
358,1394,0.3,175,1010,1565,473,11,1,20,Yes,4,penta,low,Dual,10.0,13.0,62523,Touch,none,824,5,1,1,1,1,1
359,1960,0.3,86,205,1299,3865,10,7,11,Yes,4,hepta,high,Dual,1.0,3.0,61619,LCD,none,1173,7,3,1,1,1,0
360,809,0.9,91,1453,1726,1274,18,7,3,No,2,hepta,low,Single,10.0,19.0,21377,LCD,none,614,7,1,1,2,0,0
361,899,0.9,172,788,1331,364,11,1,7,No,4,dual,low,Dual,13.0,18.0,57008,Touch,none,704,2,1,1,1,0,1
362,1976,0.8,171,1301,1922,3699,17,11,13,Yes,2,dual,low,Dual,4.0,7.0,32083,Touch,n,936,2,1,2,1,1,1
363,879,0.8,187,463,1038,2927,14,13,11,No,4,quad,medium,Dual,0.0,2.0,21408,LCD,a,948,4,2,5,1,0,0
364,916,0.3,195,188,992,1470,13,0,14,Yes,2,quad,high,Single,0.0,12.0,36668,Touch,none,524,4,3,1,2,1,1
365,763,0.5,92,1028,1186,1050,6,4,8,No,4,octa,medium,Dual,8.0,14.0,2244,Touch,none,805,8,2,1,1,0,1
366,508,0.4,162,1419,1920,2616,18,8,10,No,3,hexa,medium,Dual,0.0,2.0,9478,Touch,n,747,6,2,2,1,0,1
367,825,0.8,99,1471,1866,2915,8,2,10,No,3,octa,high,Dual,0.0,17.0,34418,Touch,none,837,8,3,1,1,0,1
368,1864,0.7,178,168,981,2686,11,7,18,No,4,single,medium,Single,8.0,12.0,46298,Touch,g,1226,1,2,3,2,0,1
369,1725,1.0,185,1125,1195,1243,19,18,5,No,4,hexa,low,Dual,8.0,12.0,52786,Touch,g,831,6,1,3,1,0,1
370,1108,0.1,183,130,1706,3264,16,1,13,Yes,2,dual,high,Single,10.0,12.0,52714,Touch,a,698,2,3,5,2,1,1
371,1011,0.2,131,481,749,2261,7,6,16,No,4,hepta,medium,Single,4.0,18.0,36540,Touch,n,980,7,2,2,2,0,1
372,1703,0.7,138,1411,1711,2993,5,1,20,Yes,4,penta,medium,Dual,17.0,19.0,55687,Touch,a,1394,5,2,5,1,1,1
373,1067,0.5,135,79,681,706,12,9,16,Yes,2,hepta,medium,Dual,0.0,0.0,58615,Touch,none,527,7,2,1,1,1,1
374,1334,0.6,115,1187,1974,2542,10,1,8,Yes,4,penta,high,Single,5.0,14.0,42423,LCD,none,891,5,3,1,2,1,0
375,775,0.4,189,561,1510,2523,17,16,9,Yes,3,hepta,high,Single,0.0,10.0,30248,LCD,g,785,7,3,3,2,1,0
376,1899,0.1,151,96,814,336,13,11,4,Yes,3,dual,low,Single,0.0,0.0,26438,LCD,a,676,2,1,5,2,1,0
377,930,0.4,97,77,1025,2457,11,7,17,Yes,4,hexa,medium,Dual,1.0,10.0,14623,Touch,none,671,6,2,1,1,1,1
378,1058,0.4,166,493,1247,418,9,7,16,No,2,quad,medium,Single,2.0,14.0,19628,LCD,a,398,4,2,5,2,0,0
379,1187,0.4,145,1173,1814,3917,13,11,8,Yes,4,dual,medium,Single,0.0,9.0,46518,LCD,n,1336,2,2,2,2,1,0
380,1874,0.9,166,964,1233,1246,8,1,2,Yes,2,hepta,high,Dual,10.0,13.0,8630,LCD,g,850,7,3,3,1,1,0
381,1482,0.2,142,634,642,2971,12,8,12,No,3,hepta,low,Single,2.0,10.0,48711,Touch,n,723,7,1,2,2,0,1
382,1809,0.1,174,639,721,2324,10,6,16,Yes,4,triple,medium,Single,3.0,4.0,59274,LCD,n,968,3,2,2,2,1,0
383,864,0.7,187,127,1670,3121,18,2,16,Yes,4,dual,high,Dual,0.0,1.0,54639,Touch,b,1207,2,3,4,1,1,1
384,625,0.2,191,431,550,3801,10,6,2,Yes,4,single,medium,Single,12.0,20.0,33510,LCD,none,671,1,2,1,2,1,0
385,1880,0.7,138,71,699,3333,17,15,7,Yes,4,triple,medium,Single,4.0,5.0,18450,LCD,none,1026,3,2,1,2,1,0
386,1138,0.2,187,111,1138,3475,19,3,3,No,4,octa,medium,Single,12.0,17.0,44631,LCD,none,1113,8,2,1,2,0,0
387,560,1.0,146,356,1903,2360,17,16,18,No,2,octa,low,Single,14.0,15.0,23467,Touch,a,507,8,1,5,2,0,1
388,1117,0.6,144,798,817,2895,7,6,16,No,3,hepta,low,Single,1.0,8.0,12534,Touch,none,952,7,1,1,2,0,1
389,1712,0.5,137,747,1126,3652,16,1,19,No,3,hepta,medium,Single,1.0,12.0,63812,LCD,none,1047,7,2,1,2,0,0
390,1836,0.1,134,408,1139,3097,5,0,18,Yes,2,hexa,medium,Dual,3.0,16.0,26281,Touch,none,986,6,2,1,1,1,1
391,1036,0.2,119,373,926,2101,10,7,2,Yes,2,hepta,high,Single,0.0,3.0,39512,Touch,none,636,7,3,1,2,1,1
392,1860,0.6,162,1362,1506,3918,9,2,8,Yes,2,quad,high,Single,15.0,16.0,23342,Touch,none,1089,4,3,1,2,1,1
393,1375,0.9,145,475,726,3869,19,18,10,Yes,4,hepta,medium,Single,3.0,19.0,9610,Touch,g,1326,7,2,3,2,1,1
394,1945,0.3,195,743,1753,732,14,1,14,No,4,quad,medium,Dual,0.0,1.0,57315,Touch,none,736,4,2,1,1,0,1
395,1896,0.4,141,447,794,3684,9,7,18,No,4,dual,low,Dual,8.0,13.0,7545,LCD,none,1476,2,1,1,1,0,0
